Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
ACH264,Computers & Estimating,2,8/18/2025 to 12/5/2025,3,MWF 8:00AM - 9:45AM,"Saka,Tuna",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
BHV311,Fundamentals of Engineered Systems Design,1,8/19/2025 to 12/4/2025,3,TR 1:00PM - 3:15PM,"Kishbaugh,Bradley",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
BEM399,Holistic Emergency Management in Institutional Settings,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Schlosser,William",,On Campus,NA,W/D 11/14/2025,11 of 20,Click for Details
QAL241,Non-Destructive Testing I,2,8/18/2025 to 12/3/2025,3,MW 9:30AM - 11:45AM,"Frontz,Tyler",,On Campus,NA,withdrawal date 11/14/25,0 of 15,Click for Details
ABC181,Auto Graphics,21,8/18/2025 to 12/3/2025,3,M 3:00PM - 4:45PM...,"Hack,Shaun",,On Campus,NA,"11/14/2025
Requires up to $100 in additional supplies",0 of 18,Click for Details
PTA226L##,Physical Agents Lab,1,8/19/2025 to 10/9/2025,0,TR 10:30AM - 11:45AM...,"Breon,Autumn",,On Campus,NA,9/30/2025,0 of 5,Click for Details
ART107,Visual Literacy for Designers,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Moyer,David",,On Campus,Fall Only,W/D 11/14/2025,3 of 13,Click for Details
PSY204,Psychological Disorders & Treatments,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Slamka,Susan Koons",,Distance Learning,NA,W/D 11/14/2025,7 of 25,Click for Details
NUR232L##,Fundamentals of Nursing Lab,2,8/22/2025 to 12/5/2025,0,F 6:30AM - 12:15PM...,"Account,Test",,Off Campus,NA,"11/14/25
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 8,Click for Details
CET242,Fluid Mechanics,1,8/18/2025 to 12/4/2025,3,R 8:00AM - 10:45AM...,"Account,Test",,On Campus,NA,withdrawal date 11/14/25,10 of 20,Click for Details
WEL209,Advanced Semi-Automatic Processes,41,10/13/2025 to 12/11/2025,4,TR 5:00PM - 5:50PM...,"Frontz,Tyler",,On Campus,Fall Only,withdraw date 12/2/2025,2 of 15,Click for Details
WEL400,Fabrication of Alloys,21,8/18/2025 to 12/3/2025,3,MW 1:00PM - 3:15PM,"Tanner,James",,On Campus,Fall Only,withdraw date 11/14/25,0 of 15,Click for Details
SPC101,Fundamentals of Speech,7,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Boone,George",,On Campus,NA,W/D 11/14/2025,9 of 20,Click for Details
NUR188L##,Adult Medical-Surgical Nursing I Lab,1,8/19/2025 to 12/2/2025,0,T 6:00AM - 2:45PM,"Account,Test",,Off Campus,NA,"11/14/25
Requires associated class of NUR188-21
Health/nursing requirements needed
see clinical grid for details
Transportation needed
Times may vary by site
Additional times to be arranged",4 of 11,Click for Details
AMT113,Steering & Suspension,4,11/10/2025 to 12/12/2025,3,MTWR 8:00AM - 9:45AM...,"Faryniak,John",,On Campus,NA,12/1/2025,0 of 17,Click for Details
BCT103,Construction Hand & Power Tools,2,8/21/2025 to 12/4/2025,1,R 12:30PM - 1:20PM...,"Francis,Matthew",,On Campus,NA,11/14/2025,2 of 18,Click for Details
DSG421,Product Design & Engineering Analysis,22,8/18/2025 to 12/3/2025,3,MW 12:00PM - 2:15PM,"Marconnet,Alex",,On Campus,Fall Only,11/14/2025,3 of 10,Click for Details
HIS126,World History II,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Chappo,John",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
MTH123,Technical Algebra & Trigonometry I,21,8/18/2025 to 12/3/2025,3,MW 12:00PM - 1:45PM,"Yoder,Kimberly",,On Campus,NA,W/D 11/14/2025,7 of 22,Click for Details
NUR232,Fundamentals of Nursing,1,8/19/2025 to 12/4/2025,6,TR 9:00AM - 11:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 232L
Webcam required for exam proctoring
May require identity verification fees",0 of 30,Click for Details
PPT371,Polymer Synthesis Lab,1,8/19/2025 to 12/2/2025,1,T 8:00AM - 10:45AM,"Rice,Vii",,On Campus,Fall Only,withdrawal date 11/14/25,5 of 14,Click for Details
NUR340L##,Pediatric Nursing Lab,1,8/20/2025 to 11/5/2025,0,W 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/15/2025
Requires Associated Class NUR340-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 10,Click for Details
BCT300,Residential Management I,1,8/18/2025 to 12/3/2025,3,MW 9:30AM - 10:45AM,"Jennings,Darin",,On Campus,NA,11/14/2025,6 of 18,Click for Details
ACH111,Architectural Graphics,23,8/19/2025 to 12/4/2025,3,TR 12:00PM - 3:15PM,"Brooks,Daniel",,On Campus,Fall Only,11/14/2025,-1 of 15,Click for Details
RAD212,Radiographic Equipment & Maintenance,1,8/18/2025 to 12/3/2025,3,MW 8:30AM - 9:45AM,"Cao,Qiang",,On Campus,Fall Only,11/14/2025,2 of 29,Click for Details
BIO111L##,Basic Botany Lab,2,8/20/2025 to 12/3/2025,0,W 8:00AM - 10:45AM,"Dincher,Michael",,On Campus,NA,"W/D 11/14/25
Need BIO111 and BIO111L together",14 of 15,Click for Details
EET311,Computer Solutions of Engineering Problems,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Sarge,Clark",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
QAL301,NDT Quality Assurance,25,8/18/2025 to 12/3/2025,3,MW 5:00PM - 7:15PM,"Hurd,Mark",,On Campus,NA,withdrawal date 11/14/25,0 of 15,Click for Details
BHV399,HVAC System Principles,1,8/19/2025 to 12/4/2025,3,TR 10:00AM - 11:15AM,"Killinger,Jason",,On Campus,NA,11/14/2025,0 of 19,Click for Details
MUS111,Introduction to Music,41,8/20/2025 to 12/3/2025,3,W 6:30PM - 9:15PM,"Kendall,Todd",,On Campus,NA,W/D 11/14/2025,17 of 25,Click for Details
MTH123,Technical Algebra & Trigonometry I,25,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:45PM,"Haines,Evonne",,On Campus,NA,W/D 11/14/2025,3 of 22,Click for Details
ELT249,Programmable Logic Control Input/Output Devices,1,8/18/2025 to 12/3/2025,4,MW 8:00AM - 9:15AM...,"Hart,Jon",,On Campus,NA,11/14/2025,4 of 10,Click for Details
NUR428L##,Community Health Nursing,1,8/20/2025 to 12/3/2025,0,W 8:00AM - 1:45PM,"Stone,Teresa",,Off Campus,NA,"11/14/25
Requires Associated Class NUR428-98	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 13,Click for Details
RAD109L##,Radiographic Anatomy & Positioning I Lab,21,8/20/2025 to 12/3/2025,0,W 1:00PM - 2:15PM,"Johnson,Kristina",,On Campus,NA,11/14/2025,7 of 7,Click for Details
BCM280,Construction Estimating,2,8/19/2025 to 12/4/2025,3,TR 1:00PM - 3:15PM,"Group,Brandon",,On Campus,NA,11/14/2025,-3 of 20,Click for Details
AMT100,Introduction to Automotive Technology,3,8/18/2025 to 9/12/2025,3,MTWR 8:00AM - 9:45AM...,"Pruden,Eric",,On Campus,NA,9/8/2025,0 of 17,Click for Details
MTH123,Technical Algebra & Trigonometry I,23,8/19/2025 to 12/4/2025,3,TR 1:30PM - 3:15PM,"Rhodes,Lauren",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
MTH005,Elementary Algebra I,45,8/18/2025 to 12/4/2025,3,WR 5:00PM - 6:15PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 21,Click for Details
CIT324,Game & Simulation Design Principles II,1,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"McNett,Alicia",,On Campus,Fall Only,11/14/2025,11 of 22,Click for Details
SPC101,Fundamentals of Speech,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Disalvo,Karen",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
MTH183,College Algebra & Trigonometry II,21,8/18/2025 to 12/3/2025,3,MW 12:00PM - 1:45PM,"James,Bryan",,On Campus,NA,11/14/2025,2 of 25,Click for Details
NUR272L##,Psychosocial Nursing Lab,76,10/4/2025 to 11/22/2025,0,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"11/7/2025
Requires Associated Class NUR272-91	
Restricted to RN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",6 of 16,Click for Details
HTH110,Introduction to Health Record Documentation & Coding,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Christopher,Daniel",,On Campus,NA,W/D date 11/14/25,20 of 24,Click for Details
NUR188L##,Adult Medical-Surgical Nursing I Lab,2,8/19/2025 to 12/2/2025,0,T 6:00AM - 2:45PM,"Account,Test",,Off Campus,NA,"11/14/25
Requires associated class of NUR188-21
Health/nursing requirements needed
see clinical grid for details
Transportation needed
Times may vary by site
Additional times to be arranged",2 of 10,Click for Details
AMT267,Electric & Hybrid Vehicle Technology,1,11/10/2025 to 12/11/2025,3,MTWR 8:00AM - 10:45AM...,"Probst,Charles",,On Campus,NA,12/1/2025,4 of 16,Click for Details
PHS103,Physics Survey,41,10/14/2025 to 12/11/2025,3,TR 4:00PM - 6:45PM,"Herr,Ronald",,On Campus,NA,W/D 12/02/2025,-1 of 23,Click for Details
ELT114,Residential Electrical Theory,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 9:15AM,"Raup,Joseph",,On Campus,NA,11/14/2025,1 of 16,Click for Details
PAS641,Internal Medicine Clinical Experience,2,9/22/2025 to 10/31/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
BCT135,Weather Resistant Barriers & Finishes,4,8/22/2025 to 12/5/2025,2,F 8:00AM - 8:25AM...,"Account,Test",,On Campus,NA,11/14/2025,2 of 18,Click for Details
SOC111,Introduction to Sociology,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Cooley,Rob",,On Campus,NA,W/D 11/14/2025,13 of 25,Click for Details
SPC101,Fundamentals of Speech,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Disalvo,Karen",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
BCM230,Construction Surveying,1,8/19/2025 to 12/4/2025,3,TR 12:00PM - 3:15PM,"Krick,Jason",,On Campus,NA,11/14/2025,0 of 14,Click for Details
FHD215,Advanced Breads,1,10/14/2025 to 11/18/2025,1,T 7:00AM - 2:45PM,"Niedermyer,Charles",,On Campus,NA,W/D 11/11/25,2 of 16,Click for Details
CIT448,Multi-Platform Architecture,97,8/18/2025 to 12/1/2025,3,M 3:00PM - 4:45PM,"Heimbach,Allen",,Hybrid,Fall Only,"11/14/2025
50% in-person, 50% distance",-1 of 15,Click for Details
MSC106,Introduction to Metallurgy,21,8/19/2025 to 12/4/2025,4,TR 12:30PM - 1:45PM...,"Albright,Paul",,On Campus,NA,11/14/2025,0 of 20,Click for Details
MTH183,College Algebra & Trigonometry II,41,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:45PM,"Vander Vere,Curt",,On Campus,NA,W/D 11/14/2025,4 of 25,Click for Details
WEL133,Flux Cored Arc Welding,24,10/13/2025 to 12/11/2025,4,TR 12:00PM - 3:45PM...,"Joy,Anthony",,On Campus,Fall Only,withdraw date 12/2/2025,0 of 15,Click for Details
WEL133,Flux Cored Arc Welding,3,10/13/2025 to 12/11/2025,4,TR 7:00AM - 7:50AM...,"Wolfe,Cody",,On Campus,Fall Only,withdraw date 12/2/25,2 of 15,Click for Details
PHS115,College Physics I,42,8/18/2025 to 12/3/2025,4,MW 5:00PM - 6:15PM...,"Richards,David",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
BIO201,Microbiology,41,8/19/2025 to 12/4/2025,4,TR 5:00PM - 6:15PM...,"Avery,Karen",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
AMT119,Fundamentals of Automatic Transmissions,5,9/15/2025 to 10/10/2025,3,F 8:00AM - 8:50AM...,"Trapani,Christopher",,On Campus,NA,10/6/2025,7 of 16,Click for Details
BEM210,Disaster Preparation & Planning,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Bjorkman,David",,Distance Learning,Fall Only,W/D 11/14/2025,10 of 10,Click for Details
MIS211,Business Computer Applications Using Spreadsheet,21,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Budnovitch,Michele",,On Campus,NA,W/D 11/14/2025,5 of 20,Click for Details
EET247,Networking II,1,8/18/2025 to 12/5/2025,4,MWF 9:00AM - 9:50AM,"Becker,David",,On Campus,NA,11/14/2025,4 of 19,Click for Details
CSC124,"Information, Technology & Society",48,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Ellis,Brad",,On Campus,NA,11/14/2025,0 of 24,Click for Details
CSC124,"Information, Technology & Society",41,8/21/2025 to 12/4/2025,3,R 6:30PM - 9:15PM,"Bell,Jennifer",,On Campus,NA,11/14/2025,0 of 24,Click for Details
BIM120,Social Media in Business & Society,90,8/18/2025 to 12/13/2025,3,R 3:30PM - 4:45PM,"Greenaway,Elizabeth",,Distance Learning,NA,"W/D 11/14/2025 
class is all online but 50% synchronous.",-5 of 20,Click for Details
HSJ495,Capstone,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Winder,Elizabeth",,Distance Learning,Spring Only,W/D 11/14/2025,9 of 15,Click for Details
FOR237,Forest Recreation,1,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Bartron,Dustin",,Hybrid,Spring Only,11/14/2025,0 of 1,Click for Details
FYE101,First Year Experience,36 CUL,8/22/2025 to 12/5/2025,1,F 12:30PM - 2:15PM,"Suchwala,Francis",,On Campus,NA,11/14/2025,7 of 24,Click for Details
FYE101,First Year Experience,45 ET,8/18/2025 to 12/3/2025,1,MW 3:00PM - 3:50PM,"Saka,Tuna",,On Campus,NA,11/14/2025,0 of 24,Click for Details
ENL201,Technical & Professional Communication,42,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
MTT213,Machine Tool Applications,21,8/18/2025 to 10/10/2025,4,MW 1:00PM - 1:50PM...,"Ravizza,Daniel",,On Campus,NA,9/30/2025,5 of 14,Click for Details
FYE101,First Year Experience,33 ET,8/19/2025 to 12/4/2025,1,TR 1:30PM - 2:20PM,"Jabbour,Naim",,On Campus,NA,11/14/2025,3 of 24,Click for Details
ELT115,Residential Electrical Lab,41,8/19/2025 to 12/4/2025,2,TR 5:00PM - 7:45PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,2 of 16,Click for Details
CSC124,"Information, Technology & Society",12,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
AVI110,Aviation Fundamentals I,1,9/15/2025 to 10/10/2025,2,MTWRF 11:45AM - 2:45PM,"Thompson,Nicholas",,On Campus,Fall Only,10/6/2025,5 of 20,Click for Details
ELT235,Industrial Electronics,1,8/18/2025 to 12/4/2025,6,MW 8:00AM - 8:50AM...,"Snyder,Kevin",,On Campus,NA,11/14/2025,0 of 14,Click for Details
PTA220L##,Therapeutic Exercise Lab,1,8/20/2025 to 12/3/2025,0,W 9:00AM - 11:45AM,"Breon,Autumn",,On Campus,NA,11/14/2025,0 of 5,Click for Details
MSC106,Introduction to Metallurgy,41,8/19/2025 to 12/4/2025,4,TR 5:00PM - 6:15PM...,"Brandenberger,Judith",,On Campus,NA,11/14/2025,0 of 20,Click for Details
ELT115,Residential Electrical Lab,21,8/18/2025 to 12/3/2025,2,MW 1:30PM - 4:15PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,0 of 16,Click for Details
WEL119,Shielded Metal Arc Welding,23,10/13/2025 to 12/12/2025,4,MW 12:00PM - 12:50PM...,"Holland,Jacob",,On Campus,Fall Only,withdraw date 12/2/25,1 of 15,Click for Details
ART340,Illustration,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 1:15PM,"Flynn,Brian",,On Campus,Fall Only,W/D 11/14/2024,2 of 14,Click for Details
FHD137,Introductory Baking,21,8/18/2025 to 10/8/2025,3,MW 1:00PM - 1:50PM...,"Keeley,Todd",,On Campus,NA,W/D 9/30/2025,2 of 16,Click for Details
HIS262,History of Technology & Society,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Chappo,John",,Distance Learning,NA,W/D 11/14/2025,-1 of 25,Click for Details
MTH108,Elementary Algebra II,23,8/18/2025 to 12/4/2025,3,MW 3:00PM - 4:15PM...,"Lambert,Lisa",,On Campus,NA,W/D 11/14/2025,1 of 22,Click for Details
BWM150,Introduction to Web Page Development,98,8/20/2025 to 12/3/2025,3,W 5:00PM - 6:15PM,"Young,Joshua",,Hybrid,NA,"W/D 11/14/2025
50% in-person, 50% distance",10 of 20,Click for Details
MGT115,Principles of Management,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Christopher,Daniel",,On Campus,NA,W/D 11/14/2025,6 of 25,Click for Details
ABC104,Introduction to Non-Structural Collision Repair Applications,1,8/18/2025 to 12/5/2025,3,MWF 8:00AM - 10:45AM,"Hack,Shaun",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
EET312L##,Equipment Installation & Commissioning Lab,2,8/18/2025 to 12/3/2025,0,MW 12:00PM - 1:15PM,"Sarge,Clark",,On Campus,NA,11/14/2025,0 of 8,Click for Details
HRT241,Insects & Diseases of Ornamental Plants,1,8/18/2025 to 12/3/2025,3,W 8:00AM - 10:45AM...,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,6 of 24,Click for Details
BCM199B,Introduction to Plan Reading,1,10/13/2025 to 12/12/2025,1,MF 8:00AM - 9:45AM,"Account,Test",,On Campus,NA,12/2/2025,16 of 20,Click for Details
PPT127,Introduction to Polymer Science,1,8/18/2025 to 12/5/2025,3,MWF 11:00AM - 11:50AM,"Rice,Vii",,On Campus,Fall Only,withdrawal date 11/14/25,20 of 24,Click for Details
WEL133,Flux Cored Arc Welding,2,10/13/2025 to 12/12/2025,4,TR 8:00AM - 8:50AM...,"Kopera,Steven",,On Campus,Fall Only,withdraw date 12/2/25,0 of 15,Click for Details
MGT216,International Business,41,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Nededog,Jose",,On Campus,NA,W/D 11/14/2025,17 of 20,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,3,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
MTT213,Machine Tool Applications,1,8/18/2025 to 10/10/2025,4,MW 8:00AM - 8:50AM...,"Upcraft,John",,On Campus,NA,9/30/2025,0 of 14,Click for Details
SCI102,Introduction to Forensic Science Laboratory,90,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Butzler,Kelly",,Distance Learning,NA,W/D 11/14/2025,1 of 24,Click for Details
ACH101,Introduction to Architecture,1,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Demmien,Kara",,Hybrid,Fall Only,11/14/2025,0 of 1,Click for Details
BSD432,Architectural Design Studio VI,1,8/18/2025 to 12/5/2025,5,F 8:00AM - 11:15AM...,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
ENL201,Technical & Professional Communication,2,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Vetock,Jeffrey",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
RST185,Automotive Upholstery,22,8/18/2025 to 12/3/2025,3,MW 2:30PM - 3:20PM...,"Holley,Christopher",,On Campus,NA,11/14/2025,3 of 5,Click for Details
ENL111,English Composition I,1,8/18/2025 to 12/5/2025,3,MWF 9:00AM - 9:50AM,"Bleil,Robert",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
FIT152,Fitness Yoga,1,8/19/2025 to 12/4/2025,1,TR 10:00AM - 10:50AM,"Wenrich,Cathy",,On Campus,NA,W/D 11/14/25,10 of 18,Click for Details
FIT132,Weight Training,2,8/19/2025 to 12/4/2025,1,TR 11:00AM - 11:50AM,"Arrigonie,John",,On Campus,NA,W/D 11/14/25,10 of 14,Click for Details
FIT135,Basic Fitness Training,41,8/19/2025 to 12/4/2025,1,TR 5:00PM - 5:50PM,"King,Clayton",,On Campus,NA,W/D 11/14/25,11 of 14,Click for Details
AMT243,Automotive Chassis & Wheel Service,2,10/13/2025 to 12/11/2025,6,MTW 8:00AM - 9:45AM...,"Showan,David",,On Campus,NA,12/2/2025,3 of 16,Click for Details
ELT115,Residential Electrical Lab,3,8/19/2025 to 12/4/2025,2,TR 11:30AM - 2:15PM,"Anstadt,Eric",,On Campus,NA,11/14/2025,0 of 16,Click for Details
ACH112,Architectural History,21,8/19/2025 to 12/4/2025,3,TR 1:00PM - 3:15PM,"Account,Test",,On Campus,NA,11/14/2025,2 of 20,Click for Details
PHA641,Internal Medicine Clinical Experience,1,8/18/2025 to 9/19/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
HEO220,Operation of Trenching Equipment,1,8/22/2025 to 12/5/2025,3,F 7:00AM - 3:45PM,"Welshans,Seth",,On Campus,Fall/Summer Only,WD 11/14/2025,3 of 18,Click for Details
EET246,Robotics & Fluid Power,3,8/18/2025 to 12/3/2025,3,MW 8:00AM - 10:15AM,"Kinley,Kenneth",,On Campus,Fall Only,11/14/2025,0 of 11,Click for Details
ENL111,English Composition I,47,8/19/2025 to 12/4/2025,3,TR 6:30PM - 7:45PM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,21 of 23,Click for Details
EET325,Electronic Prototyping & Design Lab,21,8/18/2025 to 12/5/2025,1,MWF 2:00PM - 2:50PM,"Almasy,Edward",,On Campus,Fall Only,11/14/2025,3 of 12,Click for Details
ACC461,Advanced Financial Accounting,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"Nolan,Robert",,On Campus,NA,W/D 11/14/2025,8 of 15,Click for Details
WEL133,Flux Cored Arc Welding,22,10/13/2025 to 12/12/2025,4,TR 12:00PM - 12:50PM...,"Nolan,Matthew",,On Campus,Fall Only,withdraw date 12/2/25,0 of 15,Click for Details
FHD290,Grand Pastry Display,1,8/19/2025 to 10/7/2025,1,T 7:00AM - 12:45PM,"Niedermyer,Charles",,On Campus,NA,W/D 9/30/2025,1 of 16,Click for Details
ELT100,Topics of Construction Safety,3,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Newcomer,Eric",,On Campus,NA,11/14/2025,1 of 24,Click for Details
BSD340,Detailing & Applications,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Komarnicki,Anthony",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
ART180,Drawing,1,8/22/2025 to 12/5/2025,3,F 10:00AM - 2:45PM,"Yoder,Joanna",,On Campus,NA,W/D 11/14/2025,0 of 18,Click for Details
