Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
AVI125,Aviation Basic Electricity I,02,10/13/2025 to 11/10/2025,2.00,MTWRF 8:00AM - 10:00AM...,"Keyser,Korey",,On Campus,Fall Only,11/03/2025,1 of 22,Click for Details
FIT208,Wellness: Choices for Life,90,8/18/2025 to 12/12/2025,2.00,No scheduled meetings,"Arrigonie,John",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",4 of 22,Click for Details
CSC124,"Information, Technology & Society",41,8/21/2025 to 12/4/2025,3.00,R 6:30PM - 9:15PM,"Bell,Jennifer",,On Campus,NA,11/14/2025,0 of 24,Click for Details
BIM120,Social Media in Business & Society,90,8/18/2025 to 12/13/2025,3.00,R 3:30PM - 4:45PM,"Greenaway,Elizabeth",,Distance Learning,NA,"W/D 11/14/2025 
class is all online but 50% synchronous.",-5 of 20,Click for Details
HSJ495,Capstone,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Winder,Elizabeth",,Distance Learning,Spring Only,W/D 11/14/2025,9 of 15,Click for Details
FOR237,Forest Recreation,01,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Bartron,Dustin",,Hybrid,Spring Only,11/14/2025,0 of 1,Click for Details
FYE101,First Year Experience,36 CUL,8/22/2025 to 12/5/2025,1.00,F 12:30PM - 2:15PM,"Suchwala,Francis",,On Campus,NA,11/14/2025,7 of 24,Click for Details
ENL201,Technical & Professional Communication,42,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 6:15PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
CSC124,"Information, Technology & Society",12,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
ELT235,Industrial Electronics,01,8/18/2025 to 12/4/2025,6.00,MW 8:00AM - 8:50AM...,"Snyder,Kevin",,On Campus,NA,11/14/2025,0 of 14,Click for Details
PTA220L##,Therapeutic Exercise Lab,01,8/20/2025 to 12/3/2025,0.00,W 9:00AM - 11:45AM,"Breon,Autumn",,On Campus,NA,11/14/2025,0 of 5,Click for Details
MSC106,Introduction to Metallurgy,41,8/19/2025 to 12/4/2025,4.00,TR 5:00PM - 6:15PM...,"Brandenberger,Judith",,On Campus,NA,11/14/2025,0 of 20,Click for Details
WEL119,Shielded Metal Arc Welding,23,10/13/2025 to 12/12/2025,4.00,MW 12:00PM - 12:50PM...,"Holland,Jacob",,On Campus,Fall Only,withdraw date 12/2/25,1 of 15,Click for Details
ART340,Illustration,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 1:15PM,"Flynn,Brian",,On Campus,Fall Only,W/D 11/14/2024,2 of 14,Click for Details
BCT110,Site Preparation & Layout,03,8/19/2025 to 12/4/2025,2.00,TR 10:30AM - 11:20AM...,"Jennings,Darin",,On Campus,NA,11/14/2025,1 of 18,Click for Details
FHD137,Introductory Baking,21,8/18/2025 to 10/8/2025,3.00,MW 1:00PM - 1:50PM...,"Keeley,Todd",,On Campus,NA,W/D 9/30/2025,2 of 16,Click for Details
HIS262,History of Technology & Society,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Chappo,John",,Distance Learning,NA,W/D 11/14/2025,-1 of 25,Click for Details
PHA424,Pathophysiology I,01,8/18/2025 to 12/1/2025,2.00,W 8:00AM - 8:50AM...,"Kavanagh,Kimberly",,On Campus,Fall Only,11/14/2025,27 of 30,Click for Details
MTH108,Elementary Algebra II,23,8/18/2025 to 12/4/2025,3.00,MW 3:00PM - 4:15PM...,"Lambert,Lisa",,On Campus,NA,W/D 11/14/2025,1 of 22,Click for Details
BWM150,Introduction to Web Page Development,98,8/20/2025 to 12/3/2025,3.00,W 5:00PM - 6:15PM,"Young,Joshua",,Hybrid,NA,"W/D 11/14/2025
50% in-person, 50% distance",10 of 20,Click for Details
ABC104,Introduction to Non-Structural Collision Repair Applications,01,8/18/2025 to 12/5/2025,3.00,MWF 8:00AM - 10:45AM,"Hack,Shaun",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
EET312L##,Equipment Installation & Commissioning Lab,02,8/18/2025 to 12/3/2025,0.00,MW 12:00PM - 1:15PM,"Sarge,Clark",,On Campus,NA,11/14/2025,0 of 8,Click for Details
HRT241,Insects & Diseases of Ornamental Plants,01,8/18/2025 to 12/3/2025,3.00,W 8:00AM - 10:45AM...,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,6 of 24,Click for Details
BCM199B,Introduction to Plan Reading,01,10/13/2025 to 12/12/2025,1.00,MF 8:00AM - 9:45AM,"Account,Test",,On Campus,NA,12/2/2025,16 of 20,Click for Details
PPT127,Introduction to Polymer Science,01,8/18/2025 to 12/5/2025,3.00,MWF 11:00AM - 11:50AM,"Rice,Vii",,On Campus,Fall Only,withdrawal date 11/14/25,20 of 24,Click for Details
WEL133,Flux Cored Arc Welding,02,10/13/2025 to 12/12/2025,4.00,TR 8:00AM - 8:50AM...,"Kopera,Steven",,On Campus,Fall Only,withdraw date 12/2/25,0 of 15,Click for Details
MGT216,International Business,41,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 6:15PM,"Nededog,Jose",,On Campus,NA,W/D 11/14/2025,17 of 20,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,03,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
MTT213,Machine Tool Applications,01,8/18/2025 to 10/10/2025,4.00,MW 8:00AM - 8:50AM...,"Upcraft,John",,On Campus,NA,9/30/2025,0 of 14,Click for Details
PHA465,Diagnostic & Procedural Practices I,01,8/18/2025 to 12/4/2025,2.00,MR 9:30AM - 11:15AM,"Dorman,Heather; Mix, Cheressa",,On Campus,Fall Only,11/14/2025,27 of 30,Click for Details
ACH101,Introduction to Architecture,01,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Demmien,Kara",,Hybrid,Fall Only,11/14/2025,0 of 1,Click for Details
BSD432,Architectural Design Studio VI,01,8/18/2025 to 12/5/2025,5.00,F 8:00AM - 11:15AM...,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
ENL201,Technical & Professional Communication,02,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Vetock,Jeffrey",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
RST185,Automotive Upholstery,22,8/18/2025 to 12/3/2025,3.00,MW 2:30PM - 3:20PM...,"Holley,Christopher",,On Campus,NA,11/14/2025,3 of 5,Click for Details
MTH123,Technical Algebra & Trigonometry I,42,8/19/2025 to 12/4/2025,3.00,TR 6:00PM - 7:45PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,12 of 22,Click for Details
ENL111,English Composition I,01,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 9:50AM,"Bleil,Robert",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
FIT152,Fitness Yoga,01,8/19/2025 to 12/4/2025,1.00,TR 10:00AM - 10:50AM,"Wenrich,Cathy",,On Campus,NA,W/D 11/14/25,10 of 18,Click for Details
FIT132,Weight Training,02,8/19/2025 to 12/4/2025,1.00,TR 11:00AM - 11:50AM,"Arrigonie,John",,On Campus,NA,W/D 11/14/25,10 of 14,Click for Details
FIT135,Basic Fitness Training,41,8/19/2025 to 12/4/2025,1.00,TR 5:00PM - 5:50PM,"King,Clayton",,On Campus,NA,W/D 11/14/25,11 of 14,Click for Details
AMT243,Automotive Chassis & Wheel Service,02,10/13/2025 to 12/11/2025,6.00,MTW 8:00AM - 9:45AM...,"Showan,David",,On Campus,NA,12/02/2025,3 of 16,Click for Details
MTH005,Elementary Algebra I,23,8/18/2025 to 12/4/2025,3.00,MW 2:00PM - 2:50PM...,"Henry,LeAnn",,On Campus,NA,W/D 11/14/2025,1 of 22,Click for Details
ACH112,Architectural History,21,8/19/2025 to 12/4/2025,3.00,TR 1:00PM - 3:15PM,"Account,Test",,On Campus,NA,11/14/2025,2 of 20,Click for Details
PHA641,Internal Medicine Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
HEO220,Operation of Trenching Equipment,01,8/22/2025 to 12/5/2025,3.00,F 7:00AM - 3:45PM,"Welshans,Seth",,On Campus,Fall/Summer Only,WD 11/14/2025,3 of 18,Click for Details
EET246,Robotics & Fluid Power,03,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Kinley,Kenneth",,On Campus,Fall Only,11/14/2025,0 of 11,Click for Details
EET325,Electronic Prototyping & Design Lab,21,8/18/2025 to 12/5/2025,1.00,MWF 2:00PM - 2:50PM,"Almasy,Edward",,On Campus,Fall Only,11/14/2025,3 of 12,Click for Details
PAS643,Behavioral & Mental Health Care Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
PHA645,Elective Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
CIT444##,Game & Simulation Seminar,21,8/18/2025 to 12/1/2025,1.00,M 1:00PM - 1:50PM,"McNett,Alicia",,On Campus,Fall Only,11/14/2025,5 of 15,Click for Details
HTH497,Senior Capstone,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Evans,Tina",,Distance Learning,NA,"W/D 11/14/25  
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",10 of 15,Click for Details
AMT100,Introduction to Automotive Technology,03,8/18/2025 to 9/12/2025,3.00,MTWR 8:00AM - 9:45AM...,"Pruden,Eric",,On Campus,NA,9/08/2025,1 of 17,Click for Details
ENL111,English Composition I,12,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 9:15AM,"Nagy,Eric",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 20,Click for Details
WEL100,Introduction to Welding Processes,42,8/21/2025 to 12/4/2025,3.00,R 5:00PM - 5:50PM...,"Mertz,Michael",,On Campus,NA,withdrawal date 11/14/25,0 of 15,Click for Details
PTA220L##,Therapeutic Exercise Lab,02,8/20/2025 to 12/3/2025,0.00,W 9:00AM - 11:45AM,"Snyder-Everitt,Sheryl",,On Campus,NA,11/14/2025,3 of 6,Click for Details
ACH261,Architectural Design Studio II,22,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 2:45PM,"Diehl,Emily",,On Campus,Fall Only,11/14/2025,0 of 12,Click for Details
ELT114,Residential Electrical Theory,21,8/18/2025 to 12/3/2025,3.00,MW 12:00PM - 1:15PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,10 of 16,Click for Details
SEM305,Sport Management,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,15 of 20,Click for Details
NUR270L##,Childbearing Nursing Lab,70,8/23/2025 to 9/27/2025,0.00,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"9/17/2025
Requires Associated Class NUR270-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 6,Click for Details
RAD225,Radiography Practicum III,01,8/19/2025 to 12/4/2025,1.00,TR 8:00AM - 3:45PM,"Johnson,Kristina",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",1 of 9,Click for Details
MGT497,Business Policy & Strategy,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Nededog,Jose",,On Campus,NA,W/D 11/14/2025,10 of 15,Click for Details
BBT495,Senior Seminar - Lecture,22,8/19/2025 to 12/2/2025,1.00,T 2:30PM - 3:20PM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
EET401,Digital Signal Processing Lab,21,8/19/2025 to 12/4/2025,1.00,TR 2:00PM - 3:15PM,"Fedor,Christopher",,On Campus,Fall Only,11/14/2025,6 of 14,Click for Details
NUR306L##,Adult Health Nursing I Lab,21,8/18/2025 to 11/10/2025,0.00,M 2:30PM - 10:15PM,"Account,Test",,Off Campus,NA,"10/15/2025
Requires Associated Class NUR306-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 9,Click for Details
HRT102,Horticulture Equipment Operation & Safety,02,8/19/2025 to 12/2/2025,1.00,T 8:00AM - 10:45AM,"Dincher,Michael",,On Campus,Fall Only,WD 11/14/2025,8 of 14,Click for Details
FYE101,First Year Experience,23 ET,8/18/2025 to 12/3/2025,1.00,MW 2:00PM - 2:50PM,"Williams,Jordan",,On Campus,NA,11/14/2025,0 of 24,Click for Details
MTH240,Calculus I,41,8/19/2025 to 12/4/2025,4.00,TR 5:00PM - 6:45PM,"Shahrtash,Hossein",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
BCM319,Construction Structural Analysis & Design,01,8/18/2025 to 12/3/2025,3.00,MW 10:30AM - 12:45PM,"Martin,Bradley",,On Campus,NA,11/14/2025,0 of 20,Click for Details
FYE101,First Year Experience,45 ET,8/18/2025 to 12/3/2025,1.00,MW 3:00PM - 3:50PM,"Saka,Tuna",,On Campus,NA,11/14/2025,2 of 24,Click for Details
ACC461,Advanced Financial Accounting,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Nolan,Robert",,On Campus,NA,W/D 11/14/2025,8 of 15,Click for Details
WEL133,Flux Cored Arc Welding,22,10/13/2025 to 12/12/2025,4.00,TR 12:00PM - 12:50PM...,"Nolan,Matthew",,On Campus,Fall Only,withdraw date 12/2/25,0 of 15,Click for Details
FHD290,Grand Pastry Display,01,8/19/2025 to 10/7/2025,1.00,T 7:00AM - 12:45PM,"Niedermyer,Charles",,On Campus,NA,W/D 9/30/2025,1 of 16,Click for Details
BSD340,Detailing & Applications,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 10:15AM,"Komarnicki,Anthony",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
ART180,Drawing,01,8/22/2025 to 12/5/2025,3.00,F 10:00AM - 2:45PM,"Yoder,Joanna",,On Campus,NA,W/D 11/14/2025,0 of 18,Click for Details
ELT115,Residential Electrical Lab,01,8/18/2025 to 12/3/2025,2.00,MW 9:30AM - 12:15PM,"Raup,Joseph",,On Campus,NA,11/14/2025,0 of 16,Click for Details
NUR186L##,Foundations of Nursing Lab,03,8/18/2025 to 11/24/2025,0.00,M 6:30AM - 12:15PM,"Account,Test",,Off Campus,NA,"11/3/2025
Requires Associated Class NUR 186		
Lab restricted to lecture section NUR 186-01		
Lab/Sim Days on Grid are 8 am to 1:45 pm
Health/nursing requirements needed
Additional times to be arranged
Times may vary by site
Transportation needed",10 of 10,Click for Details
EET204,Network Installation & Maintenance,01,8/18/2025 to 12/5/2025,3.00,MWF 8:00AM - 8:50AM,"Rice,Mark",,On Campus,NA,11/14/2025,3 of 26,Click for Details
EET154,Introduction to Microprocessors,01,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 9:50AM,"Rice,Mark",,On Campus,NA,11/14/2025,8 of 18,Click for Details
PAS640,Family Medicine Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",5 of 7,Click for Details
ACH243,Structural Principles,02,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,7 of 18,Click for Details
BRW102,"Introduction to Brewing, Fermentation & Distilling",21,8/18/2025 to 10/9/2025,3.00,MTWR 1:00PM - 2:15PM,"Yarrington,Timothy",,On Campus,Fall Only,W/D 9/30/25,10 of 15,Click for Details
ELT255,Electrical Estimating,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Newcomer,Eric",,On Campus,NA,11/14/2025,0 of 15,Click for Details
MKT240,Principles of Marketing,01,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Moff,Steven",,On Campus,NA,W/S 11/14/2025,1 of 20,Click for Details
DSM154,Diesel Engine Technology,01,8/18/2025 to 12/5/2025,5.00,F 8:00AM - 9:45AM...,"Bell,Jeremy",,On Campus,NA,WD 11/14/2025,0 of 18,Click for Details
DSM146,Commercial Truck Power Train & State Inspection,01,8/18/2025 to 12/5/2025,3.00,F 8:00AM - 8:50AM...,"Sones,Mark",,On Campus,NA,WD 11/14/2025,17 of 22,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,70,9/27/2025 to 12/6/2025,0.00,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"11/21/2025
Requires Associated Class NUR214-90		
Lab restricted to lecture section 90		
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",2 of 11,Click for Details
MTH157,Business Statistics,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Win,Rivka",,Distance Learning,NA,W/D 11/14/2025,4 of 25,Click for Details
DSG495,Senior Seminar - Lecture,22,8/18/2025 to 12/1/2025,1.00,M 2:30PM - 3:20PM,"Miller,Craig",,On Campus,Fall Only,11/14/2025,-1 of 14,Click for Details
MTH240,Calculus I,01,8/18/2025 to 12/4/2025,4.00,MW 11:00AM - 11:50AM...,"Rhodes,Lauren",,On Campus,NA,"W/D 11/14/2025 
This section includes an extra hour for problem solving.",7 of 20,Click for Details
EET158,Software Tools for the Engineering Technologist,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 1:15PM,"Rankinen,Jeffrey",,On Campus,NA,11/14/2025,11 of 18,Click for Details
NUR229L##,Adult Medical-Surgical Nursing III Lab,70,8/23/2025 to 12/6/2025,0.00,S 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/14/25
Requires Associated Class NUR229-91	
Lab restricted to lecture section -91		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",6 of 16,Click for Details
PPT248,Extrusion,01,8/18/2025 to 12/3/2025,4.00,T 8:00AM - 10:45AM...,"Sneidman,Mark",,On Campus,Fall Only,withdrawal date 11/14/25,4 of 12,Click for Details
DSG323,Design Statics & Strength of Materials,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Miller,Craig",,On Campus,NA,11/14/2025,5 of 16,Click for Details
AVC493,Senior Project Proposal,01,8/20/2025 to 12/3/2025,1.00,W 11:30AM - 12:20PM,"Krepps,Matthew",,On Campus,Fall Only,11/14/2025,5 of 18,Click for Details
BIO115,Human Anatomy & Physiology I,03,8/18/2025 to 12/3/2025,4.00,MW 10:00AM - 11:45AM...,"Miller,Tammy",,On Campus,NA,W/D 11/14/25,3 of 22,Click for Details
HEO111,Diesel Engine Fundamentals & Maintenance,01,8/22/2025 to 12/5/2025,3.00,F 9:00AM - 1:45PM,"Peck,Ryan",,On Campus,NA,WD 11/14/2025,0 of 10,Click for Details
PLH223,Mechanical Systems,02,8/19/2025 to 12/4/2025,4.00,TR 9:00AM - 9:50AM...,"Welker,Kenneth",,On Campus,NA,11/14/2025,-4 of 16,Click for Details
SCI100,Environmental Science,21,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Ciavarella,Veronica",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
WEL216,Advanced Shielded Metal Arc Welding,41,8/18/2025 to 10/9/2025,4.00,MW 5:00PM - 5:50PM...,"Schelb,Michael",,On Campus,Fall Only,withdraw date 9/30/2025,2 of 15,Click for Details
BCT109,Framing Principles,03,8/18/2025 to 12/3/2025,4.00,MW 12:30PM - 1:20PM...,"Jones,Robert",,On Campus,NA,11/14/2025,2 of 18,Click for Details
BIO115,Human Anatomy & Physiology I,02,8/19/2025 to 12/4/2025,4.00,TR 8:00AM - 9:45AM...,"Ingram,Justin",,On Campus,NA,W/D 11/14/2025,1 of 24,Click for Details
DSM289L##,"Diesel Electronic Fuels: Systems, Operation & Diagnostics Lab",01,8/18/2025 to 12/3/2025,0.00,M 8:00AM - 10:45AM...,"Jaconetta,Andrew",,On Campus,NA,WD 11/14/2025,0 of 16,Click for Details
ART202,Introduction to Three-Dimensional Design,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 1:15PM,"Moyer,David",,On Campus,Fall Only,W/D 11/14/2025,1 of 12,Click for Details
AMT100,Introduction to Automotive Technology,02,8/18/2025 to 9/12/2025,3.00,MTWR 8:00AM - 9:45AM...,"Januchowski,Jeffrey",,On Campus,NA,9/08/2025,1 of 17,Click for Details
SPC102,Fundamentals of Small Group Communication,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Stetter,Robin",,Distance Learning,NA,W/D 1/14/2025,0 of 20,Click for Details
BEM495,Emergency Management Capstone,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Schlosser,William",,Distance Learning,NA,W/D 11/14/2025,4 of 10,Click for Details
BCT259,Trim & Millwork,01,8/20/2025 to 12/5/2025,5.00,WF 8:00AM - 8:50AM...,"Jones,Clifford",,On Campus,NA,11/14/2025,6 of 18,Click for Details
WEL133,Flux Cored Arc Welding,42,8/18/2025 to 10/9/2025,4.00,TR 5:00PM - 5:50PM...,"Brown,Jason",,On Campus,Fall Only,withdraw date 9/30/2025,0 of 15,Click for Details
ENL111,English Composition I,27,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Boone,George",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
PHA441,Patient History & Physical Assessment I,01,8/19/2025 to 12/2/2025,2.00,T 8:00AM - 11:45AM,"Mix,Cheressa; Dorman, Heather; Kavanagh, Kimberly",,On Campus,Fall Only,11/14/2025,27 of 30,Click for Details
CHM211,Organic Chemistry I Laboratory,01,8/20/2025 to 12/3/2025,1.00,W 9:00AM - 11:45AM,"Butzler,Kelly",,On Campus,Fall Only,W/D 11/14/2025,7 of 14,Click for Details
MTH005,Elementary Algebra I,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Yoder,Kimberly",,Distance Learning,NA,W/D 11/14/2025,6 of 20,Click for Details
FYE101,First Year Experience,52 ET,8/18/2025 to 12/3/2025,1.00,MW 4:00PM - 4:50PM,"Saka,Tuna",,On Campus,NA,11/14/2025,4 of 24,Click for Details
BIX220,Ergonomics & Kinesiology,41,8/18/2025 to 12/3/2025,3.00,MW 6:30PM - 7:45PM,"Pace,Benjamin",,On Campus,NA,11/14/2025,13 of 16,Click for Details
AMT267,Electric & Hybrid Vehicle Technology,04,9/15/2025 to 10/9/2025,3.00,MTWR 8:00AM - 10:45AM...,"Probst,Charles",,On Campus,NA,10/06/2025,13 of 16,Click for Details
MTR100,Medical Terminology Survey,90,10/13/2025 to 12/12/2025,1.00,No scheduled meetings,"Breon,Autumn",,Distance Learning,NA,"W/D 12/2/2025 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",9 of 30,Click for Details
